article;lang
doc id 1372 url https pnt wikipedia org wiki curid 1372 ntitle;pontic
Πίτσα;pontic
Η πίτσα εν πατροπαράδοτον ιταλικόν φαΐν;pontic
nαση Νεάπολην Εν πολλά γνωστόν σ όλον;pontic
nτον κόσμον;pontic
Πως εφτάμε την πίτσαν;pontic
Η πίτσα θέλ αλέυρ νερόν ολίγον μαγιά;pontic
nάλας και ολίγον λάδ Εφτάμε το ζουμάρ nκι;pontic
αφήνομ ατο έναν ώραν να φουσκών με τη;pontic
nμαγιάν Ασο φουσκών και ύστερα εφτάμε;pontic
nτρανόν ζουμωτόν φύλλον κι ενοίγομ ατο;pontic
nσ έναν σινίν απές Επεκεί εςς πολλά;pontic
nσυνταγάς Κόφτομε τομάτας και βάλλομ;pontic
ατα nσο ζουμάρ Εφτάμε μίαν σάλτσαν με;pontic
nτοματοπολτόν ρίγανην βασιλικόν και;pontic
nσκόρδον και κςύνομ ατο απάν σο ζουμάρ;pontic
nμε τα τομάτας Τρίφτομε το τυρίν απάν σο;pontic
nζουμάρ Επεκεί βάλλομε ολίγον λαδ και;pontic
nσύρομε το σινίν με το ζουμάρ απές σο;pontic
nφουρνίν Περιμένομεν να λύεται το τυρίν;pontic
nκαι να ψέεται το ζουμάρ Όνταν εγροικούμε;pontic
nεψέθεν βγάλομε το σινίν και κόφτομε την;pontic
nπίτσαν μερτικά Επεκεί βγάλομε τα;pontic
nκομμάτεα σο σινίν βάλλομ ατα σα ςκεύε;pontic
nκάθουμες κα και τρώγουμε;pontic
doc id 1374 url https pnt wikipedia org wiki curid 1374 ntitle Ωτία;pontic
Ωτία;pontic
Γιαμ αραέβετε το τ όργανον με το οποίον;pontic
nακούγνε Τερέστεν αδά;pontic
Τα ωτία είναι πατροπαράδοτον ποντιακόν;pontic
nγλύκισμαν Ομνέζ νε με τ ωτίν τ αθρωπί;pontic
nκαι για τ ατό λέγουν ατα ωτία;pontic
Πως εφτάμε τα ωτία;pontic
Για να φτάμε το ζουμάρ βάλλομε τα ωβά nσ;pontic
έναν μπολ με το ςεκέρ εντάμαν και;pontic
nταράζομ ατα Επεκεί γομώνομε το λαδ και;pontic
nτο ξύγαλαν σο μπολ Βάλλομε και τα;pontic
nβανίλιας και τη σόδαν Ατώρα γάλεα γάλεα;pontic
nβάλλομε τ αλέυρ και συνέχεια με το;pontic
nχουλέρ ταράζομε το μίγμαν lt br gt;pontic
Όνταν εγροικούμ έντον το ζουμάρ nεφτάμε;pontic
τρανά φύλλα κι ενοίγοματα nΚόφτομ ατα;pontic
κομμάτεα 2 10 εκατοστά άμον nντο εν ο;pontic
ρόμβον Σο κέντρον τη ρομβί nεφτάμ εναν;pontic
τρυπίν με το μαςαίρ και nσύρομε μίαν;pontic
άκραν τη ρομβί ατού nαπές lt br gt;pontic
Βάλλομε το λάδ απές σο τηγάν να ψέεται;pontic
nΕπεκεί σύρομε τα ρομβία απές σο τηγάν;pontic
nνα κοκκινίζ νε Ασο εψέθαν και ύστερα;pontic
nεβγάλομ ατα ασο τηγάν Βάλλομ ατα σ έναν;pontic
doc id 1375 url https pnt wikipedia org wiki curid 1375 ntitle Ωτίν;pontic
Ωτίν;pontic
Γιαμ αραέβετε το ποντιακόν φαΐν;pontic
nΤερέστεν αδά;pontic
Τ ωτίν αρχαία ελλενικά οὖς εν nτ όργανον;pontic
με το οποίον ακούγνε οι αθρώπ nκαι τα;pontic
χαϊβάνεα Σ ωτίν απές εςς και το nόργανον;pontic
για την ισορροπίαν αέτς για να nμη;pontic
ρούζνε αφκά Οι αθρώπ και τα nσπονδυλωτά;pontic
έχνε δυο ωτία σο κηφάλν ατουν;pontic
doc id 1377 url https pnt wikipedia org wiki curid 1377 ntitle;pontic
Ηνωμένο Βασίλειο;pontic
Το Ηνωμένο Βασίλειον κράτος εν σα;pontic
nβορειοδυτικά τη Ευρώπης Πρωτεύουσαν;pontic
nατ ς εν το Λονδίνο και πρωθυπουργόν ατ ς;pontic
nεν ο Μπόρις Τζόνσον Ο πληθυσμόν τη;pontic
nχώρας εν σα 58 769 194 τ ανθρώπ ς 2001;pontic
Το Ηνωμένο Βασίλειον ευρίεται αφκά σην;pontic
nΣκοτία και Ουαλία Σα τρανά τα αγγλικά;pontic
nτα πολιτείας εξόν τη πρωτεύουσαν nανήκ;pontic
νε η Λίβερπουλ και ο Μάντσεστερ;pontic
Τ ατωριζνόν η κηβέρνησην τη κράτονος εν;pontic
nη Κυβέρνηση Τερέζα Μέι και βασίλησαν;pontic
nΕλισάβετ Β ντ εξέβεν σην εξουσίαν σα n2016;pontic
τη χρονίαν;pontic
Ελλενικόν;pontic
doc id 1380 url https pnt wikipedia org wiki curid 1380 ntitle;pontic
Βατικανό;pontic
Το Βατικανό εν κράτος τ Ευρώπης;pontic
doc id 1381 url https pnt wikipedia org wiki curid 1381 ntitle;pontic
Λονδίνο;pontic
lt ns gt 0 lt ns gt;pontic
lt revision gt;pontic
lt parentid gt 31344 lt parentid gt;pontic
lt timestamp gt 2013 04 02T18 49 44Z lt timestamp gt;pontic
lt contributor gt;pontic
lt username gt Legobot lt username gt;pontic
lt minor gt;pontic
lt comment gt Migrating 1 interwiki links now provided by on n lt;pontic
comment gt;pontic
lt model gt wikitext lt model gt;pontic
lt format gt text x wiki lt format gt;pontic
Το Λονδίνο αγγ London εν αγγληκ ον;pontic
nπληθυσμόν 7 700 000 ανθρώπ;pontic
doc id 1410 url https pnt wikipedia org wiki curid 1410 title 9;pontic
9 Χορτοθερί;pontic
Η 9 τη Χορτοθερί εν το 190ον το ημέραν τη;pontic
nημερολόγιον έν το 191ον ημέρα σο;pontic
nδίσεκτον τη χρονία 175 ημέρας απομέν νε;pontic
nουσνα τελείται η χρονία;pontic
doc id 1413 url https pnt wikipedia org wiki curid 1413 title 10;pontic
10 Χορτοθερί;pontic
Η 10 τη Χορτοθερί εν το 191ον το ημέραν τη;pontic
nημερολόγιον έν το 192ον ημέρα σο;pontic
nδίσεκτον τη χρονία 174 ημέρας απομέν νε;pontic
doc id 1418 url https pnt wikipedia org wiki curid 1418 title 29;pontic
nΚούντουρονος;pontic
29 Κούντουρονος;pontic
Η 29 τη Κούντουρονος εν 60ον ημέρα δίσεκτα;pontic
nτη χρονίας άμον ντο λεει εμάς το;pontic
nΓρηγοριανόν ημερολόγιον Επέμναν άλλα;pontic
n306 ημέρας για να τελούτεν η χρονία;pontic
doc id 1422 url https pnt wikipedia org wiki curid 1422 ntitle;pontic
Εσθονία;pontic
Η Εσθονία σα εσθονικά Eesti Vabariik εν;pontic
nευρωπαϊκόν κράτος Πρωτεύουσαν ατ ς εν;pontic
nτο Ταλίν Ο πρωθυπουργός ατ ς εν ο Κέρστι;pontic
nΚάλιουλαϊντ και ο πληθυσμόν ατ ς ένι σα;pontic
n1 340 021 τ ανθρώπ ς;pontic
doc id 1437 url https pnt wikipedia org wiki curid 1437 title The;pontic
nAfghan Whigs;pontic
The Afghan Whigs;pontic
The Afghan Whigs εν τ όνεμα μουσικού μπάντας;pontic
nασα Ενωμένα τα Πολιτείας τη Αμερικής;pontic
nντο εχ τρανά επιτυχίας Τ ονέματα τη;pontic
nμουσικίων είναι Greg Dulli John Curley Rick nMcCollum;pontic
Michael Horrigan;pontic
doc id 1446 url https pnt wikipedia org wiki curid 1446 ntitle;pontic
Ρωσία;pontic
doc id 1448 url https pnt wikipedia org wiki curid 1448 ntitle;pontic
Koνσεπσιόν;pontic
Το Koνσεπσιόν σα ισπανικά Concepción είναι;pontic
nπόλη της Χιλή Το 2002 εχ πληθυσμόν 216 061;pontic
nανθρώπ;pontic
doc id 1457 url https pnt wikipedia org wiki curid 1457 ntitle;pontic
Ανασπαλτος;pontic
Ανάσπαλτος Από το ανασπάλλω 1 Παθ ο μη;pontic
nλησμονημένος 2 Ενεργ ο μη λησμονών;pontic
doc id 1467 url https pnt wikipedia org wiki curid 1467 ntitle;pontic
Λίθιον;pontic
Το Λίθιο Σύμβολον Li εν το τρίτο χημικό;pontic
nστοιχείον σο Περιοδικό Πινάκιν Εν;pontic
nμέταλλον και ανήκει αση ομάδα τη;pontic
nαλκαλίων Εςς ατομικόν αριθμόν 3 κι;pontic
nατομικό βάρος 6 94 Θερμοκρασία τήξης εςς;pontic
nτους 180 54 C κι θερμοκρασία βρασμού 1347 C;pontic
nΜε το Λίθιο εφτάμε κράματα μεταφοράς;pontic
nθερμότητας κι μπαταρίας Το Λίθιο εν;pontic
nμαλακόν μέταλλον κι εςς αργυρόλευκο;pontic
nχρώμαν Αντιδρά με το νερόν κι εφτάει;pontic
nισχυρά εξώθερμη αντίδρασην ασην οποίαν;pontic
nπαράγεται υδρογόνο;pontic
doc id 1481 url https pnt wikipedia org wiki curid 1481 ntitle;pontic
Ηλεκτρονικόν υπολογιστής;pontic
Ατώρα ας λέγω σας ντο εν ο υπολογιστής;pontic
nΥπολογιστήν λέγομεν έναν μηχάνημαν nντ;pontic
αλλάζ πληροφορίας άμον ντο λέγνε;pontic
nσυγκεκριμένα κανόνας Η ιστορίαν τ;pontic
nυπολογιστίων ερχίνεσεν πολλά χρόνεα;pontic
nεμπροστά Παλαιά υπολογιστάς λχ εν ο;pontic
nαστρολάβον άμα και ο άβακον Κ ομνέζνε;pontic
nπολλά με τ οσημερνά τα υπολογιστάς άμα;pontic
nασο κ εν καλλίον έσαν Τα καινούρεα τα;pontic
nυπολογιστάς επορούν και ρυθμίζνε;pontic
nσηματοδώτας και αραπάδας παίζνε;pontic
nμουσικήν και ταινίας Άμαν το βασικόν η;pontic
nαρχήν επέμνεν άμον ντο έτον ο υπολογιστής;pontic
nέςς κανόνας κι ατά λέγουν ατόν ντο να;pontic
nφτάει Πολλά κανόνας εντάμαν λέγουμ ατα;pontic
nαλγόριθμον;pontic
Ο άθρωπος δουλεύ τον υπολογιστήν και;pontic
nλέει ατόν να φτάει δουλείας λχ να παίζ;pontic
nταινίας ή να πάει σην Βικιπαίδειαν Άμαν;pontic
nο υπολογιστής κ εγροικά νε ποντιακά νε;pontic
nαγγλικά Για τ ατό ο χρήστες επρέπ να;pontic
nκαλατςεύ τη γλώσσαν τ υπολογιστή Τη;pontic
nγλώσσαν τ υπολογιστή λέγουν ατέν;pontic
nγλώσσαν προγραμματισμού Οι προγραμματιστές;pontic
nεγροικούν τη γλώσσαν κι αέτς γράφνε;pontic
nπρογράμματα ντο λέγνε τον υπολογιστήν;pontic
nντο να φτάει Επεκεί ο χρήστες χρησιμοποιεί;pontic
nτα προγράμματα κι αέτς πα με τ αείκα;pontic
nκαι τ αείκα εφτάει τα δουλείας nατ;pontic
doc id 1482 url https pnt wikipedia org wiki curid 1482 ntitle;pontic
Υπολογιστής;pontic
doc id 1483 url https pnt wikipedia org wiki curid 1483 ntitle;pontic
Τσάμπασιν;pontic
Το Τςάμπαςιν σα τούρκικα λέγουν ατο n;pontic
Çaybaşı εν ποντιακόν κωμόπολην σην;pontic
nΤουρκίαν σην επαρχίαν τ Ορντούς;pontic
nΟσήμερον 2009 σο Τςάμπαςιν απές ζούνε 4 431;pontic
nαθρώπ;pontic
doc id 1485 url https pnt wikipedia org wiki curid 1485 ntitle Καρλ;pontic
Μαρξ;pontic
Καρλ Μαρξ;pontic
Ο Καρλ Χάινριχ Μαρξ 1818 1883 Karl Heinrich Marx;pontic
nέτονε φιλόσοφος κοινωνιολόγος;pontic
nιστορικός πολιτικός οικονομολόγος κι;pontic
nέχτισεν τον κομμουνισμόν Εγεννέθεν σην;pontic
nΤριέρην τη Γερμανίας κάπου εκεί σο;pontic
nΛουξεμβούργον σουμά σοι Μαρξάντων Ο;pontic
nκύρης ατ έκουεν Χέρςελ και η μάνα τ;pontic
nΧενριέτε Έτονε φυντάν ασ εβραϊκόν;pontic
nρίζαν ο θείος ατ ο Σαμουήλ έτονε;pontic
nραββίνος ση Τριέρην Επάντρεψεν 25;pontic
nχρονών την Ντςένη φον Βεστφάλεν και;pontic
nέγκανε εφτά παιδία σον κόσμον;pontic
doc id 1487 url https pnt wikipedia org wiki curid 1487 ntitle;pontic
Τζαμαίκαν;pontic
Η Τζαμαίκαν εν χώραν μ έκταση 10 991;pontic
nτετραγώνικα χλμ κ το νησίν αούτον εσς n2;pontic
825 928 ταν θρώπς και πρωτεύουσανάτς εν nτο;pontic
Κιννγκ στον;pontic
Τη Τζαμαίκαν λενα την κ Ιαμαίκην κ εν nτο;pontic
τρίτον τρανότερον νησίν α σα Τρανα;pontic
nΑντίλλας ση Καραιβικήν τη Θάλασσαν κ εν;pontic
nοκσςουκές σα 80 τα ναύτικα μίλια νότια;pontic
ση nΚούβαν;pontic
Ταν θρώπς το ζούν ση Τζαμαίκαν λένατ ς;pontic
nΣαύμάκα;pontic
doc id 1500 url https pnt wikipedia org wiki curid 1500 ntitle;pontic
Ποντιακή διάλεκτος;pontic
doc id 1515 url https pnt wikipedia org wiki curid 1515 ntitle;pontic
Παλτογα;pontic
Το Παλτογα εν χωρίον σα ανατολικά τη;pontic
nΡουσίας Ο πληθυσμόν αθέ είν ασα 296 τ;pontic
nανθρώπ ς 2006;pontic
doc id 1541 url https pnt wikipedia org wiki curid 1541 ntitle;pontic
Θράκη;pontic
Διαμέρισμα τη Ελλάδας με τα πολειτείας;pontic
nΚομοτηνήν Ξάνθη και Αλεξανδρούπολη;pontic
doc id 1596 url https pnt wikipedia org wiki curid 1596 ntitle;pontic
Μονακό;pontic
Το Μονακό εν κράτος σην δυτικήν nΕυρώπην;pontic
doc id 1597 url https pnt wikipedia org wiki curid 1597 ntitle;pontic
Αρμενία;pontic
Η Αρμενία εν κράτος σην ανατολήν;pontic
nΕυρώπην;pontic
doc id 1610 url https pnt wikipedia org wiki curid 1610 ntitle;pontic
Λευκορουσία;pontic
Η Λευκορουσίαν εν κράτος σην ανατολήν;pontic
doc id 1620 url https pnt wikipedia org wiki curid 1620 ntitle;pontic
Ελευθερία Ελευθερίου;pontic
Ο Ελευθερία Ελευθερίου 12 Καλομηνά 1989 nεν;pontic
τραγουδίστρια;pontic
doc id 1621 url https pnt wikipedia org wiki curid 1621 ntitle;pontic
Μοστσένα;pontic
Το Μοστσένα ουκρανικά Мощена εν nχωρίον;pontic
σα ανατολικά τη Ουκρανίας Ο nπληθυσμόν;pontic
αθέ είν ασα 581 ανθρώπ ς n 2010;pontic
doc id 1638 url https pnt wikipedia org wiki curid 1638 title 17;pontic
17 Απρίλτ;pontic
Η 17 τ Απρίλτ εν τ 107ον ημέρα τη χρονίας n;pontic
108ον ημέρα σο δίσεκτον τη χρονίαν άμον;pontic
nΕπέμναν άλλα 258 ημέρας για να τελούτεν η;pontic
doc id 1649 url https pnt wikipedia org wiki curid 1649 ntitle;pontic
Πουτσιχτά;pontic
Πολλοί ἐθαρρούνε πὼς ἀτά ντὸ λέγνε;pontic
nσὴν Ελλάδαν λουκουμάδες ἒν τὰ;pontic
nποντιακά τὰ Τσιριχτά αμά ἂλλα ἒν τὰ;pontic
nτσιριχτά καὶ ἂλλα τὰ λουκουμάδες ντὸ;pontic
nλὲγνε οἱ Ματσουκέτ πουτσιχτά;pontic
Πουτσίζω σὰ ποντιακά θὰ λέει πιτσιλάω;pontic
nΤὰ πουτσιχτά ίντανε μὲ τ ἳδιον τὸ;pontic
nζυμάρ ντ εφτάγνε τὰ τσιριχτά Τα;pontic
nτσιριχτά ὂμως ίντανε απές σο τηγάν;pontic
nτηγανεμένα έν δηλαδή καὶ ἐν ἂλλο;pontic
τρανά nασὰ πουτσιχτά;pontic
Τὰ πουτσιχτά ἀσ ἂλλον τὴν μερέαν;pontic
nψέουνταν ἀπες σε ἐναν τέτζεριν καυτόν;pontic
nἐλάδ;pontic
Τὰ τσιριχτά ὲν ἂλλο μαλακά καὶ;pontic
nφαΐουνταν μὲ τὸ μέλ ἠ μὲ τὴν ζάχαριν;pontic
nἀμα ἐπορούμε νά τρώμ ατά καὶ μὲ τὸ;pontic
nτυρίν ἢ ςκέτα άμον ψωμίν ασ λέμε Τὰ;pontic
nπουτσιχτά ἒν τραγανά καὶ φαΐζνε μὲ;pontic
nκςυμένον ἀπάν ὁλίγον μελόπον ἢ;pontic
nπασπαλιμένον ζάχαριν;pontic
doc id 1676 url https pnt wikipedia org wiki curid 1676 ntitle;pontic
Φρίντριχ Σίλερ;pontic
Ο Γιόχαν Κρίστοφ Φρίντριχ φον Σ ίλερ n;pontic
γερμ Johann Christoph Friedrich von Schiller εποίκαν nατον;pontic
αριστοκράτε σα 1802 τη χρονίας 10 nΑεργί 1759;pontic
σο Μάρμπαχ Δουκάτον τη nΒυρτεμβέργης 9;pontic
Καλομηνά 1805 ση nΒαϊμάρην Σαξονία;pontic
Βαϊμάρη Άιζεναχ nέτονε ποιητής;pontic
φιλόσοφον και ιστορικόν nαση Γερμανίαν;pontic
Οσήμερον λέγουνε για nτ ατόν ντο έτονε;pontic
πολλά τρανόν δραματικόν nσυγγραφέας σο;pontic
γερμανόγλωσσον κόσμον nΕγεννέθεν;pontic
Βυρτεμβεργιανόν άμαν nεπάιρεν και την;pontic
υπηκοότηταν τη nΣαξονίας Βαϊμάρης;pontic
Επεκεί σα 1972 τη nχρονίας επαίρεν και το;pontic
γαλλικόν τη nυπηκοότηταν;pontic
Ο Σ ίλερ με το Γκö τε το Βίλαντ και το;pontic
nΧέρντερ εντάμαν είναι τα τρανά τα;pontic
nονόματα τη κλασικισµού τη Βαϊµάρης n;pontic
Weimarer Klassik;pontic
doc id 1677 url https pnt wikipedia org wiki curid 1677 ntitle;pontic
Φρίντριχ Ϛίλερ;pontic
doc id 1678 url https pnt wikipedia org wiki curid 1678 ntitle;pontic
Αβρίλ Λαβίν;pontic
Η Αβρίλ Λαβίν Avril Lavigne εγγενέθεν 27;pontic
nΣταυρί 1984 εν τραγουδίστρια τραγουδοποιόν;pontic
nκαι ηθοποιόν ασόν Καναδάν H Λαβίν;pontic
nερχίνεσεν το μουσικόν την καριέραν ατ ς;pontic
nσα 2002 με το πρώτον τ άλμπουμ ατς Let nGo;pontic
Δισκογραφία;pontic
Albums;pontic
Extended Plays;pontic
Singles;pontic
Soundtrack singles;pontic
Άλλα τραγωδίας;pontic
Video albums;pontic
Music videos;pontic
doc id 1680 url https pnt wikipedia org wiki curid 1680 ntitle Avril;pontic
Lavigne;pontic
Avril Lavigne;pontic
doc id 1682 url https pnt wikipedia org wiki curid 1682 ntitle;pontic
Γιόχαν Γκότφριντ Χέρντερ;pontic
Ο Γιόχαν Γκότφριντ Χέρντερ γερμ Johann;pontic
nGottfried Herder εποίκαν ατον αριστοκράτε σα;pontic
n1802 τη χρονίας 25 Αλωναρί 1744 σο Μόραγκ;pontic
nΑνατολικόν Πρωσία 18 Χριστουγενναρί n1803;pontic
ση Βαϊμάρην Σαξονία Βαϊμάρη Άιζεναχ;pontic
nέτονε ποιητής φιλόσοφον και θεολόγον;pontic
nαση Γερμανίαν Ο Χέρντερ με το Γκö τε το;pontic
nΒίλαντ και το Ϛίλερ εντάμαν είναι τα;pontic
nτρανά τα ονόματα τη κλασικισµού τη;pontic
doc id 1683 url https pnt wikipedia org wiki curid 1683 ntitle;pontic
Φιλοσοφία;pontic
Φιλοσοφίαν λέγουμε τον τρόπον νουνισματί;pontic
nγια τον κόσμον το σύμπαν και τ αθρώπς;pontic
nΈναν φιλοσοφίαν εν πολλά ιδέας nπ;pontic
εράεψεν κι εποίκεν ατα ο φιλόσοφον n;pontic
ατός π εδεάβασεν κι εσπούδασεν το;pontic
nνούνισμαν για τον κόσμον Τα ιδέας τη;pontic
nφιλοσοφίας είναι αφηρημένα κ nεπορούμε;pontic
να κρατούμ ατα σα ςέρια μουν nδηλαδή;pontic
Άμαν η φιλοσοφίαν στηρίχκεται nαπάν σα;pontic
αλήθειας ντο ελέπ σον κόσμον Η nηθικήν λ;pontic
χ κανονίζ και ρωτά ντο να nφτάμε κάθαν;pontic
ημέραν Ασ άλλ τη μεράν πα η nμεταφυσικήν;pontic
τερεί τη λειτουργείαν τη nκόσμονος;pontic
Πολλοί λέγουνε ντο έχνε προσοπικόν;pontic
nφιλοσοφίαν Ατό παλ εν ο τρόπον με τον;pontic
nοποίον ένας άθρωπος νουνίζ για τον;pontic
nκόσμον Σ άούτον το γράψιμον κ τερούμε;pontic
nτο προσοπικόν τη φιλοσοφίαν τη;pontic
nαθρωπίων Αδαπές τερούμε τα ιδέας τη;pontic
nφιλοσοφίων;pontic
Πολλά χρόνεα εμπροστά ους οσήμερον οι;pontic
nφιλόσοφοι εφτάνε ερωτήσεις άμον;pontic
doc id 1684 url https pnt wikipedia org wiki curid 1684 ntitle;pontic
Αλωνάρτς;pontic
Ημέρας Αλωναρί;pontic
28 29 30 n31;pontic
Ο Αλωνάρτς άμαν και λέγν ατόν και n;pontic
Άγουστος σ ελλενικά Αύγουστος εν ο;pontic
nόγδοον μήνας τη χρονίας άμον ντο λέει;pontic
nμας το Γρηγοριανόν ημερολόγιον κι εχ 31;pontic
doc id 1685 url https pnt wikipedia org wiki curid 1685 title 10;pontic
nΑεργί;pontic
10 Αεργί;pontic
Σταυρίτες Τρυγομηνάς Αεργίτες;pontic
nΧριστουγεννάρτς Καλαντάρτς;pontic
9 Αεργί 10 Αεργί 11 Αεργί;pontic
Η 10 Αεργί εν το 314ον ημέρα τη χρονίας n;pontic
315ον ημέρα σε δίσεκτον χρονίαν άμον nντο;pontic
λεει εμάς το Γρηγοριανόν ημερολόγιον;pontic
nΕπέμναν άλλα 51 ημέρας για να τελούτεν η;pontic
doc id 1686 url https pnt wikipedia org wiki curid 1686 title 18;pontic
nΧριστουγενναρί;pontic
18 Χριστουγενναρί;pontic
Τρυγομηνάς Αεργίτες Χριστουγεννάρτς n;pontic
Καλαντάρτς Κούντουρος;pontic
17 Χριστουγενναρί 18 Χριστουγενναρί 19;pontic
Η 18 Χριστουγενναρί εν το 352ον ημέρα τη;pontic
nχρονίας 353ον ημέρα σε δίσεκτον χρονίαν;pontic
nημερολόγιον Επέμνε άλλα 13 ημέρας για να;pontic
nτελούτεν η χρονία;pontic
doc id 1692 url https pnt wikipedia org wiki curid 1692 ntitle;pontic
Σιρόν;pontic
Το σιρόν εν πατροπαράδοτον ποντιακόν;pontic
nφαΐν;pontic
doc id 1693 url https pnt wikipedia org wiki curid 1693 ntitle Ομάτ;pontic
Ομάτ;pontic
Τ ομάτ αρχαία ελλενικά ὤψ εν nτ όργανον;pontic
με το οποίον ελέπνε οι αθρώπ nκαι τα;pontic
χαϊβάνεα Οι αθρώπ έχνε δυο nομάτεα σο;pontic
κηφάλν ατουν;pontic
doc id 1696 url https pnt wikipedia org wiki curid 1696 ntitle;pontic
Μυτίν;pontic
Το μυτίν αρχαία ελλενικά μύτις εν nτ;pontic
όργανον με το οποίον μυρίζνε οι αθρώπ;pontic
nκαι τα χαϊβάνεα Σ αθρώπ ς και σα;pontic
nσπονδυλωτά γενικά το μυτίν εν όργανον;pontic
nντο ξεχωρίζ σο κατσίν απάν και πολλοί;pontic
nέχνε μυτίν άμον το καγάν Άμαν σα κητώδη;pontic
nασο μυτίν επέμναν τα ρωθώνεα μαναχόν;pontic
doc id 1697 url https pnt wikipedia org wiki curid 1697 ntitle;pontic
Σιρον;pontic
doc id 1731 url https pnt wikipedia org wiki curid 1731 ntitle;pontic
Αντισθένες;pontic
Ο Αντισθένες 439 376 έτον τρανόν nφιλόσοφον;pontic
doc id 1734 url https pnt wikipedia org wiki curid 1734 ntitle Ίαν;pontic
Γκίλαν;pontic
Ίαν Γκίλαν;pontic
Ο Ίαν Γκίλαν 19 Αλωναρί 1945 εν τραγουδιστής;pontic
nDeep Purple;pontic
doc id 1735 url https pnt wikipedia org wiki curid 1735 ntitle;pontic
Στέλιος Καζαντζίδης;pontic
Η Στέλιος Καζαντζίδης 19 Αλωναρί 1931 n 14;pontic
Σταυρί 2001 έτον Έλλενας τραγουδοποιός;pontic
doc id 1736 url https pnt wikipedia org wiki curid 1736 ntitle;pontic
Κώστας Κουκοδήμος;pontic
Κώστας Κουκοδήμος 14 Σταυρί 1969 εν;pontic
nβουλευτής ΝΔ σην Πιερίαν τη Μακεδονίας;pontic
nκαι παλεός αγωνιστέας σο λάνγκεμα τη;pontic
nαγώνων τη σταδί;pontic
doc id 1760 url https pnt wikipedia org wiki curid 1760 ntitle Κορκ;pontic
Κορκ;pontic
Ο Κορκ Cork Corcaigh εν πολιτεία σην nΙρλανδίαν;pontic
Οσήμερον εχ πληθυσμόν 119 230 nανθρώπ 2011;pontic
doc id 1762 url https pnt wikipedia org wiki curid 1762 ntitle Modern;pontic
Talking;pontic
Modern Talking;pontic
Modern Talking εν τ όνεμα μουσικού μπάντας;pontic
nαση Γερμανίαν;pontic
Τ ονέματα τη μουσικίων είναι Τόμας;pontic
nΆντερς και Ντίτερ Μπόλεν;pontic
doc id 1763 url https pnt wikipedia org wiki curid 1763 ntitle;pontic
Κουριτίμπα;pontic
Η Κουριτίμπα σα πορτογαλικά Curitiba εν;pontic
nπολιτεία σην Βραζιλίαν Οσήμερον 2008 εχ;pontic
nπληθυσμόν 1 828 092 ανθρώπς;pontic
doc id 1764 url https pnt wikipedia org wiki curid 1764 ntitle;pontic
Κυριτίπα;pontic
doc id 1765 url https pnt wikipedia org wiki curid 1765 ntitle;pontic
Ποντιακόν γενοκτονιαν;pontic
doc id 1787 url https pnt wikipedia org wiki curid 1787 ntitle;pontic
Κόσοβο;pontic
Το Κόσοβο εν αμφισβητούμενο κράτος ντο;pontic
nευρίεται σο νότον τ Ευρώπης και σα;pontic
nκεντρικά τα Βαλκάνια Πρωτεύουσαν ατ ς;pontic
nεν η Πρίστινα Η χώρα εχει πληθυσμόν σα n1;pontic
804 838 τ ανθρώπους 2007;pontic
Έχει αναγνωριστεί εισά με 117 χώρες μέλη;pontic
nΟΗΕ;pontic
Το Κόσοβο ευρίεται σα βόρεια τη Σερβία;pontic
nσα νότια τ Βόρεια Μακεδονία και σα;pontic
nνοτιοδυτικά την Αλβανία;pontic
doc id 1793 url https pnt wikipedia org wiki curid 1793 ntitle;pontic
Αζερμπαϊτζάν;pontic
Το Αζερμπαϊτζάν σα αζερ Azərbaycan εν;pontic
nσα δυτικά της Κασπίας Θάλασσας;pontic
nΠρωτεύουσαν ατ ς εν η Μπακού Η χώρα εχ;pontic
nπληθυσμόν σα 9 511 100 τ ανθρώπ ς Χορτοθέρτς;pontic
n2014;pontic
nβόρεια του Ιράν τ Αρμουνίας και της;pontic
nΓεωργίας Βρέχκεται σ δυτικάν ασό;pontic
nΚασπία τη Θάλασσα;pontic
Πρόεδρος εν ο Ιλχάμ Αλίγιεφ;pontic
doc id 1795 url https pnt wikipedia org wiki curid 1795 ntitle;pontic
Βαλκανικόν Χερσόνησος;pontic
Τ Βαλκανικόν η χερσόνησος εν ση;pontic
nανατολήν τ Ευρώπης κι ανήκει σα ασ όλεα;pontic
nτα τρανά τα χερσονησία νατς Λέγνατεν;pontic
nκαι Βαλκάνια Τ Βαλκανικόν χερσόνησος;pontic
nβρέχεται δυτικά ασήν Μεσόγειον τη;pontic
nθάλασσαν και ανατολικά ασήν Μαύρον;pontic
nΘάλασσα;pontic
doc id 1796 url https pnt wikipedia org wiki curid 1796 ntitle;pontic
Μεσόγειον Θάλασσα;pontic
Η Μεσόγειον Θάλασσα εν θάλασσαν απές;pontic
nμερέαν Ευρίεται σο νότια τ Ευρώπην;pontic
nΒρέχει την Ευρώπην την Ασίαν και την;pontic
nΑφρικήν;pontic
Κράτη ντο συνορεύνε με τη Μεσόγειον;pontic
doc id 1797 url https pnt wikipedia org wiki curid 1797 ntitle;pontic
Συρία;pontic
lt parentid gt 32433 lt parentid gt;pontic
lt timestamp gt 2019 05 01T16 31 08Z lt timestamp gt;pontic
lt username gt CommonsDelinker lt username gt;pontic
