article;lang
 94 ;nothern
 Ιά ιγώ αb δέμ bίνου τακτικά ρακή κι είμι μαθμένους στου γάλα τα καταλάβου;nothern
τί ρακή βγάν τι κι πόσα γράδα έχ ;nothern
Σ κώνιτι μι μνιάν απ του μινdιρλίκ παίρν ένα ρακουπότηρου απ τούχαν να;nothern
δουκιμάζν σκύβ στου γουλά κι του γιμώζ του τηράει μνιάφρα στ λάμbα κι του;nothern
τνάζ όλου Σταμάτσιν λίγου μι του στόμα ανοιχτό κι τα μάτχια τζιβουμένα πήριν;nothern
ανάσα κι λέει μ ένα ν χαβά ;nothern
 Είνι αδύνατ η ρακή κόψτι την κι βάλ τι άλλ καζανιά Μή χαραμίζ τι ν ώρα ;nothern
 Δέν gατάλαβις καλά μ ένα πουτήρ Δέν βάν τς κόμα ένα τουν λέει ου;nothern
Σκύβ ξανά ου Dόνας γιμώζ πάλι του πουτήρ κι του τνάζ πάλι στουμ bάτου ;nothern
Χίρσαν να τηργιούνdι οι άλλ στα μάτχια κι να ρουτχιούνdι ;nothern
 Τώρα τί τα γέν Αυτήν η ρακή έχ ώς τριάνdα γράδα Πώς τ ανdέξ ου Dόνας ;nothern
καθώς είνι κι λίγου άμαθους ;nothern
Ιέκατσαν πάλι όλ στου μινdιρλίκ μούνgι ου Dίνας άνξιν μ bόρτα κι βγήκιν;nothern
όξου ιέκατσιν κι ου Dόνας σι μνιά άκρα κι όπους τηρούσιν τ φουτχιά θέλτς η;nothern
γιρή η ρακή θέλτς η αμαθουσύν βάισιν κι τουμ bήριν ου ύπνους ;nothern
 4 6 Ξημέρουσιν η μέρα ιέσουσαν του μιτάβγαλμα ιέμασαν τ ρακή φόρτουσαν d ;nothern
γουμάρα μι τα σιέα ιήρθιν άλλους νοικουκύρς μι τσίπουρα καζάνιασιν κι ου Dόνας;nothern
 Ήταν ανάνg να τουμ bείς να δουκιμάσ τ ρακή Τήρα τουν τώρα δέ μbουρεί;nothern
ου καζαντζής ου Γιώρς να τουν σ κώσ Dίπ μουτάθκιν είπιν ου Νάτσιους τουν;nothern
γιό τ του ν Dίνα σάν gίν τσαν για του σπίτ ;nothern
 Στάθκιν ψίχα Στάθκιν ουλίγου ;nothern
Στο τυπωμένο σελ 58 μι το στόμα ;nothern
Στο ηχητικό και το τυπωμένο σελ 58 Τώρα τί τα γέν Αυτήν η ρακή είχιν ώς τριάνdα;nothern
γράδα Πώς τ ανdέξ ου Dόνας καθώς ήταν κι λίγου άμαθους δές Γ 4 1 1 Στα;nothern
κοζανίτικα κι ψίχα άμαθους κι ουλίγου άμαθους ;nothern
Στο τυπωμένο Έκατσαν όλ πάλι στου μιντιρλίκ σελ 58 ;nothern
Στο ηχητικό Τήρα τώρα ;nothern
 95 ;nothern
 Καλά να τουν γέν να μάθ άλλ φουρά να μήν gάμ τουμ bουλύξιρου Άς;nothern
παϊαίν τώρα τα πρόβατα στουν Αρίdαγα κι να τα τραγδάει μνιά βδουμάδα ;nothern
απουκρίθκιν ου Dίνας κι γέλασαν όλ ;nothern
Τα καζάνια τάχν αυτά πότι καλά πότι χαζά Του κρασί κι του τσίπουρου δέ;nothern
σ κών ν πιρηφάνις κι dαηλίκια θέλν καλό κουμάνdου ;nothern
Στο τυπωμένο Άς πααίν σελ 59 ;nothern
 Του κρασί κι η ρακή δές Β 5 4 ;nothern
Στο τυπωμένο δε σ κων σελ 59 Στο ηχητικό δέ σ κών δές Γ 4 1 4 Το οτι;nothern
εδώ το κείμενο χρειάζεται γ πληθυντικό επιβεβαιώνεται απο τον πληθυντικό που;nothern
ακολουθεί θέλν Πιθανότατα το γ ενικό οφείλεται σε βιαστική παρανάγνωση καθώς η;nothern
απόστροφος δηλώνει και την ουρανικότητα στα κείμενα του Κουζιάκη ;nothern
Το κείμενο είναι διαθέσιμο στις σελ 51 9 του βιβλίου και ηχογραφημένο στη διεύθυνση;nothern
http www skrka gr ta_kazania html ;nothern
 96 ;nothern
 5 Ου Βαγγέλτς ου σαλπιγκτής;nothern
 5 1 Έβγα ρα Λιόλιου στουν gιουσέ να ιδείς πχιός είν αυτός π λαλάει τ ;nothern
σάλπινgα κι μας πήριν του κιφάλ τόσις ώρις φώναξιν ου πάππους ου Νικόλας;nothern
τουν αμψιό τ ;nothern
πεί τουμ bάππου τ τί είδιν ;nothern
 Πάππου είνι ένας φανdάρους μι κιλότα κι gέτις στου σπίτ τς Τσιτσιώνας ;nothern
ουπάν στ ανώι Έχ στου στόμα μνιά σάλπινgα κι πααίν πέρα δώθι ;nothern
 Άιdι Καλώς τα δέθκαμι ήρθιν ου Βανgέλτς λέει ου πάππους ;nothern
Ου Βανgέλτς ήταν ου γιός τς Τσιτσιώνας του καμάρι τς του μουναχουπαίδ ;nothern
χρόνια φανdάρους μόνιμους μι ειδικότητα σαλπινκτής ;nothern
Ήρθαν τα χρόνια σώθκιν η θητεία απουλύθκιν γύρσιν στου σπίτ Κράτσιν;nothern
όλα τα σιέα παράδουκιν του δίκουχου κι ήφιριν σην Τζιτσιώνα ώς κι τ σάλπινgα ;nothern
 5 Δίπλα απ του σπίτ ήταν του bακάλ κου τ Αργύρ λίγου παραπάν του;nothern
bακάλ κου τ Θόδουρ κι απου κεί κι σιαπάν χιρνούσιν η Σκΐρκα μι τα στινά τα;nothern
σουκάκια κι τα gαλdιρίμνια ;nothern
Του bακάλ κου είχιν όλα τα πράγματα μέσα ;nothern
ότ χράζουνdαν ένα;nothern
νοικουκυργιό Πλούσιν απ όλα ;nothern
 έκραξιν ;nothern
Στο τυπωμένο του δίκουκου σελ 19 ;nothern
Η σωστή σειρά Παράδουκιν του δίκουχου κράτσιν όλα τα σιέα κι ήφιριν σην Τζιτσιώνα ώς;nothern
Χρειάζεται προσδιορισμό απ του σπίτ d Βανgέλ ήταν ή απ του σπίτι τ ήταν ;nothern
 ψίχα παραπάν ουλίγου παραπάν ;nothern
κι τ σάλπινgα ;nothern
 97 ;nothern
Του ν χειμώνα μουσκουβουλούσιν αρμύρα απ του ν bακαλιάρου τς ρένgις κι;nothern
τα ζιαbόχιλα ;nothern
Σάν άνοιγιν η πόρτα σι μνιά μιρά ήταν αραδγιασμένα σακιά μι φασούλια ;nothern
φακή ρουβίθχια ξυλουκέρατα ρύζ κι ζάχαρ ;nothern
Σν άλλην ήταν ου bάνgους μι μ bλάστινgα κι τα δράμνια ουπάν τα gιβέτσια μι;nothern
του ν χαλβά τουν dαχινίσιου τα κιφάλια κιφαλουτύρ κι κασέρ η κάσα μι τς;nothern
ρένgις κι τα λουκούμνια ;nothern
Μbρουστά απ του ν bάνgου τα βαρέλια μι τζ γιλιές τα σακιά μι του ν ;nothern
bακαλιάρου κι τα ζιαbόχιλα ;nothern
Σν αράδα οι τινικέδις μι του λάδ μι κριμασμένα τα κατουστάργια για του;nothern
ζύιασμα παραμέσα οι τινικέδις μι του gάζ λίγου μακρύτιρα να μήν;nothern
ανακατώνουνdι κι βρουμούν gαζές ;nothern
Καρφουμένα τα ράφχια στα d βάργια γιουμάτα σαπούνια κουνσέρβις ;nothern
λαμbουγιάλια φτίλια για τς λάμbις κι άλλα πουλλά ;nothern
Απ του dαβάν κρέμουνdαν του καν τάρ κι καμόσα διμάτχια τσιάι φλαμούρ ;nothern
κανdιλίνα κι ρίγαν ;nothern
Όλα αυτά ήταν στου μσό του μαγαζί παραμέσα ήταν άδγιου είχιν μούνgι;nothern
τραπέζια κι bάνg ;nothern
Ου bακάλτς μι τ μακρά τ μισάλα ζουσμέν άμα ιέρχουνdαν ου πιλάτς να;nothern
ψουνίσ στέκουνdαν ουρθός κι καρτιρούσιν παρανgιλιά να κατιβάσ τίπουτα απ ;nothern
τα ράφχια ή να ζ γιάσ ;nothern
Αυτοί πόρχουνdαν για καμνιά κούπα πιρνούσαν μbρουστά τ τουν gαλημέρζαν;nothern
κι τραβούσαν παραμέσα κάθουνdαν παρέις παρέις στα τραπέζια κι αυτός όλου;nothern
πιρηφάνια για του κρασί κι τ ρακή πούχιν του μαγαζί τζ γιόμουζιν τα πουτήργια τί;nothern
ήπινιν ου καθένας κι τ αράδγιαζιν ουπάν στα τραπέζια ;nothern
Κάθι βράδ ύστρα απ τη δλιά κατέβιναν οι Σκαρκιώτ στα bακάλ κα τίναζαν;nothern
καμόσις κούπις πότι στου ένα πότι στ άλλου ήλιγαν τα θκά τς κι κατα πώς;nothern
Ίσως θέλει να πεί στ μνιά τ μιρά αμέσως παρακάτω Σν άλλην ενν τ μιρά ;nothern
Στο τυπωμένο τουν τραχινίσιου σελ 19 ;nothern
 ψίχα μακρύτιρα ουλίγου μακρύτιρα ;nothern
Η σωστή σειρά κατέβιναν οι Σκαρκιώτ στα bακάλ κα πότι στου ένα πότι στ άλλου ;nothern
τίναζαν καμόσις κούπις ήλιγαν τα θκά τς ;nothern
 98 ;nothern
άνdιχιν ου καθένας έπιρναν τουν ανήφουρου για τα σπίτχια τς άλλους;nothern
βαΐζουνdας κι άλλους να dαϊκώνιτι στα d βάργια ώσπου να βρεί ου καθένας μ;nothern
bόρτα τ ;nothern
 5 Ου Βανgέλτς αφού βάρισιν κάνα δγιό φουρές τ σάλπινgα για συμbαράταξ ;nothern
χτινίσ κιν βουρτσίσ κιν τιργιάσ κιν καλά κρέμασιν τ σάλπινgα σ ένα καρφί στ ;nothern
ανώι κι κίν τσιν ν ανdαμώσ μ bαρέα τ ;nothern
Χαρές κιράσματα καλός πουλίτς στου bακάλ κου τ Αργύρ Δώσ του ;nothern
Βανgέλ ακόμα ένα Ήρθαν όλ στου κέφ χίρσαν να τραγδούν ;nothern
Σ κώθκαν απ τουν Αργύρ πήγαν κι στου ν Θόδουρου άλλα κιράσματα ικεί ;nothern
καλουσουρίσματα κι Βάλι Γίνgαν όλ κουδούνια κι ου Βανgέλτς απ τ χαρά τ ;nothern
Αφού τς φουβέριξιν ου Θόδουρους οτι τα τουν γράψ ου χουρουφύλακας ;nothern
κίν τσιν ου καθένας για του σπίτι τ κι ου Βανgέλτς για του θκό τ αλλα πήριν κι μ;nothern
bαρέα τ του Χαρίσ κι τουμ bέτρου Μισάνυχτα κι λίγου έκατσαν στ ανώι ;nothern
Σ κώθκιν η Τσιτσιώνα τς κέρασιν κρασί ήπχιαν κάνα δγιό κι λέει ου Πέτρους;nothern
του ν Βανgέλ Σήκου ρα πάρι τ σάλπινgα κι παίξι μας λίγου να σ ακούσουμι ;nothern
πώς έπιζις στου στρατό ;nothern
Ξικριμνάει ου Βανgέλτς τ σάλπινgα απ του καρφί τ φσάει μνιάφρα να μή;nothern
στάθκιν κάνα bάbαλου κι χιρνάει να παίζ ;nothern
Ταράθκιν τ ανώι Κνήθκαν τα τζιάμνια στα παραθύργια απ όλα τα σπίτχια;nothern
γύρου γύρου κι καθώς ήταν μισάνυχτα πιρασμένα κι έκαμνιν ησυχία βούιζαν τα;nothern
σουκάκια σ όλου του ν μαχαλά ;nothern
Το βαΐζου σημαίνει γέρνω οπότε εδώ μάλλον εννοεί πααίνουνdας μνιάν απτιδώ κι μνιάν;nothern
απτικεί πααίνουνdας πότι ι δώ κι πότι ι κεί ;nothern
 ετοιμάστηκε για έξω αλλού με τη σημασία μέθησε 5 7 ;nothern
 τς φουβέριξιν ου Θόδουρους α π τα τουν γράψ δές Β 5 4 1 ;nothern
Ψίχα σελ 19 κίν τσιν ου καθένας για του σπίτι τ κι ου Βανgέλτς στου θκό τ δές;nothern
 Γ 4 1 Ίσως να θέλησε να αλλάξει το ρήμα και να πεί κι ου Βαγγέλτς πήγιν στου;nothern
θκό τ ;nothern
 Μισάνυχτα κι ουλίγου ;nothern
 99 ;nothern
Κι τί δέν έπιξιν ου Βανgέλτς ιγιρτήριου σιουπητήριου βήμα μάρσ συσσίτιου ;nothern
τς Θουδώρις νουμή για τα μbλάργια συμbαράταξ κι όλα όσα είχιν μάθ στου;nothern
Πιταρίσ καν οι αρνίθις στα κουμάσια κι χίρσαν τα πιτνάργια να λαλούν ;nothern
Λαχτάρσαν οι gάλτσις κι πέτασαν νύχτα κράζουνdας κρά κρά Ανgάρζαν τα;nothern
γουμάργια χλιμτρούσαν τα μbλάργια κι τ άλουγα στ αχούργια τα σ κλιά;nothern
ουρλιούνdαν ξύπνησαν τα μκρά κι χίρσαν να κλαίν στς νουdάδις Οι μάνις να;nothern
κοιτούν να τα ησυχάσν κι οι άντρ ν αφκρούνdι κι να κνούν τα κιφάλια λέουνdας ;nothern
Κάνας πόλιμους κίν τσιν κι κρούν οι σάλπινgις ;nothern
Ύστρα απου καμνιά ώρα απόστασιν κι ου Βανgέλτς κι στάματσιν να παίζ ;nothern
Κρέμασιν τ σάλπινgα στου καρφί ιέφυγιν κι η παρέα τ στα σπίτχια τς κι ώς τ ;nothern
χαραή ησύχασαν όλα ;nothern
Μόλις έφιξιν σ κώθκιν η Τσιτσιώνα κι κίν τσιν στς γειτόν τσις να πεί τα;nothern
χαbάργια για του ν Βανgέλ Να λέει κι να ξαναλέει απου σπίτ σι σπίτ πότι σην;nothern
Gουκούλα πότι στ Νιάνια πότι στ Λένκου ;nothern
 Άκσιτι μάρ ιψέ τί καλά λαλούσιν ου Βανgέλτς τ σάλπινgα Μ έρχουνdαν να;nothern
χουρέψου στ ανώι αλλα ανdράπκα μ bαρέα τ Τέτχιου παίξιμου ούτι ου Τζιόλας μι;nothern
του ζουρνά δέμ bαίζ Πώς τάμαθιν τόσα πράγματα στου στρατό δέ μbουρώ να;nothern
 5 4 Πέρασαν κάμbουσις μέρις ησύχασαν τα πράγματα ιέμαθιν ου κόσμους οτι;nothern
απουλύθκιν ου Βανgέλτς απ του στρατό κι ικεί π κάθουνdαν στ ανώι μάνα κι γιός;nothern
 Βανgέλ πιδί μ τώρα π απουλύθκις είνι κιρός να πανdριφτείς κι ισύ να;nothern
σ μαζουχτείς να φκιάεις ν οικουγένεια σ να ιδώ κι ιγώ κάνα ινgόν να χαρώ ;nothern
 παίξι μας ψίχα παίξι μας ουλίγου ;nothern
Στο τυπωμένο Κνήθκαν τα τζάμια σελ 19 ;nothern
 ιέβαζαν τα σουκάκια ;nothern
Το νουdάς σημαίνει δωμάτιο οπότε εδώ μάλλον εννοεί στα bισίκια στις κούνιες ;nothern
Στο ηχητικό και το τυπωμένο σελ 194 μουλουγώνdας δές Γ 4 ;nothern
Στο τυπωμένο έφυγιν κι η παρέα στα σπίτια τ ς σελ 194 ;nothern
 ιέμαθιν ου κόσμους α π απουλύθκιν ου Βανgέλτς δές Β 5 4 1 ;nothern
 100 ;nothern
 Δέν ήρθιν η ώρα μάρ μάνα ακόμα έχου κιρό ν μbρουστά μ Δέ μι πήραν τα;nothern
Ου Βανgέλτς ζύγουνιν τα ιξήνdα άν δέν dάχιν κιόλας πατήσ Η Τσιτσιώνα;nothern
είχιν τα θκά τς στου νού ου Βανgέλτς έκαμνιν τα θκά τ κάθι βράδ απ τόνα;nothern
bακάλ κου στ άλλου ώσπου τιργιάζουνdαν για τα καλά κι ύστρα πάινιν στ ανώι ;nothern
ξικριμνούσιν τ σάλπινgα κι έπιζιν τουν θκό τ του χαβά ;nothern
Σιγά σιγά χίρσιν να παίζ όχ μούνgι του βράδ αλλα κι του μισ μέρ κι τ χαραή;nothern
κι όπουτι τουν έρχουνdαν όριξ ;nothern
Τουν έμαθιν ου μαχαλάς μκροί τρανοί τόσου πουλύ που άν gαμνιάφρα δέν;nothern
dουν άκουγαν ρουτούσιν ου ένας τουν άλλουν ;nothern
 Τί γίνgιν ου Βανgέλτς Τί έπαθιν κι δέ λάλτσιν σήμιρα Σύρτι να ρουτήστι ν;nothern
Τζιτσιώνα μήν αρρώσ τσιν τίπουτα Μήν έπαθιν κάτ ;nothern
Οι μκροί πάλι μαζώνουνdαν στου σουκάκ κι άμα τουν ήγλιπαν νάρχιτι τουν;nothern
 bάρbα παίξι μας λίγου να χουρέψουμι κι όνdας είχιν όριξ γιλούσιν κι έπιζιν;nothern
απου κάνα στ ανώι Άμα πάλι ήταν γινατχιασμένους τς ήλιγιν ;nothern
 Σύρτι ρα στς μάνις σας μήμ bααίν κάνας άλλους ;nothern
 5 5 Μι τέτχια κι αλλιώτ κα πιρνούσιν ου κιρός κι ν Τζιτσιώνα ν έτρουγιν του;nothern
βάσανου πώς να πανdρέψ του ν Βανgέλ ;nothern
Είιδιν κι απούιδιν αb δέ γένουνdαν τίπουτα σ κώθκιν κι πάει σν αξαδέρφη τς ;nothern
 ν Τζιάτσια Ξακουσμέν προυξιν τού είχιν αρραβουνιάσ κι πανdρέψ τη μσή τ ;nothern
 να φκιάεις τ φαμbλιά σ παρακάτω να φκιάσ τ φαμbλιάτς 5 5 ;nothern
 κάνα α μψίδ ;nothern
 μεθούσε δές και 5 7 ;nothern
Στο τυπωμένο Είδιν κι απούϊδιν σελ 195 Για την έκφραση είιδιν κι απούιδιν δές και;nothern
Πιτένης 1971 04 ;nothern
 101 ;nothern
Τάπαν τί είχαν να πούν κι απου κείν ν ώρα ανάλαβιν η Τσιάτσια να;nothern
αρραβουνιάσ του ν Βανgέλ ή μι του καλό ή μι του ζόρ Καταφιρτζού ήταν ;nothern
έφκιασιν τόσα κι τόσα προυξινιά Στουν αμψιό τς χανα σκουνdάψ ;nothern
Σκέπκιν μέτρησιν λουγάργιασιν πχιό κουρίτσ τιργιάζ καλύτιρα κι μνιάν κι;nothern
δγιό βρήκιν μνιά μακρινή αμψιά τς απ του μακαρίτ του ν Νάννου τουν άνdρατς ν Αφρατή τς Μαργούλας Καλή νοικουκυρά σ μαζουγμέν ταμάμ για του ν ;nothern
Βανgέλ Κι δίχους χασουμέργια βρέθκιν στου σπίτ τς νύφς ;nothern
 Καλ μέρα σας Τί φκιάν τι Πώς είστι ;nothern
 Καλά μάνα κι θυγατέρα απουκρίθκαν κι μ bέρασαν μέσα στου ν νουdά ;nothern
Έκατσαν Τσιάτσια κι Μαργούλα στα μινdιρλίκια τς κέρασιν η Αφρατή τουμ;nothern
bιλτέ απου κίτιαρνα κουρόμbιλα τουν gαφέ στου κατόπ κι χίρσαν να τα λέν ;nothern
 Πώς απου δώ Τσιάτσια ρώτσιν η Μαργούλα ;nothern
 Σας ήφιρα ένα ν γαμbρό για ν Αφρατή απουκρίθκιν η Τσιάτσια Καλό πιδί ;nothern
Νοικουκύρς ατράνdαχτους Μ όλα τα καλά Δουλιφτάρς Πρώτους σ όλα Ότ ;nothern
χράζ για ν Αφρατή Να ζήσ καλά κι να φκιάσ τ φαμbλιά τς δίχους βάσανα κι;nothern
Η Αφρατή έκαμιν πως είχιν δλιά στο μαϊργιό κι αφκρούνdαν πίσου απ του ν ;nothern
bιρdέ ν ακούσ τί τα πούν η Τσιάτσια κι η μάνα τς ;nothern
 Κι πχιό είν αυτό του καλό του πιδί ρώτσιν η Μαργούλα τάχατ αδγιαφόριτα ;nothern
 Ιά μάρ Μαργούλα ου Βανgέλτς τς Τσιτσιώνας απούταν στου στρατό Ιέχ ;nothern
ουλίγουν gιρό π απουλύθκιν κι έχ μηναίου σίγουρου δέν dα μ bουνέσ του;nothern
κιφάλ ν Αφρατή για κανdίπουτα ;nothern
Μόλις άκσιν η Αφρατή τ όνουμα πιτάθκιν απ του ν bιρdέ σά να ν τζιούμ πσιν;nothern
μύγα Σιβαίν στου ν νουdά κι λέει ν Τζιάτσια ;nothern
 απτικείν ν ώρα ;nothern
 έφκιασιν τόσις κι τόσις προυξινιές η προυξινιά όσις;nothern
 έκαμιν απούχιν δλιά δές Β 5 4 1 ;nothern
Στο τυπωμένο Έχ λίγον κιρό απ απουλύθ κιν σελ 196 ;nothern
 w ;nothern
προυξινιές ήφιριν 5 6 ;nothern
 10 ;nothern
 Πχιόν μάρ θχιά μι λές ν αρραβουνιαστώ Αυτόν του ν μιθούκα π λαλάει τ ;nothern
σάλπινgα μέρα νύχτα στ ανώι κι λαχτάρσιν όλου του ν μαχαλά Αυτός μάρ είνι;nothern
τρανύτιρους απ του ν bαbά μ ;nothern
 Δέ μι λές μάρ θχιά μνιά κι λές έχ μηναίου δέν dουμ bαίρς ισύ πούσι κι;nothern
χήρα κι τιργιάζ τι στα χρόνια απάν τσιν η Αφρατή ;nothern
Κάτ θέλ τσιν να πεί η Μαργούλα σά μάνα μα τς πήριν σβάρνα η Αφρατή κιά;nothern
τζ δγιό Ήταν κι λίγου χαλιαμού κι του μαζών η Τσιάτσια κακουθέλουνdας;nothern
δρασκίλτσιν μ bόρτα Ούτι αdίου σας είπιν κι ούτι πίσου γύρσιν να κοιτάξ ;nothern
 5 6 Πάει στραβά η προυξινιά χάλασιν η δλιά κι χίρσιν η Τσιάτσια να συλλουιέτι;nothern
στου ν δρόμου άλλου κάνα κουρίτσ για του ν Βανgέλ ;nothern
Πιρνούσαν οι μέρις οι βδουμάδις οι μήνις κι ν Τζιτσιώνα ν έτρουγιν του;nothern
μαράζ κι του βάσανου γιατι δέ μbουρούσιν ν αρραβουνιάσ του ν Βανgέλ ;nothern
Κι αυτήν η Τσιάτσια ;nothern
όσις πόρτις βάρισιν ;nothern
όσις προυξινιές ήφιριν δέν;nothern
dαίργιαζιν καμνιάν Όλις οι νύφις κουσούργια ήβρισκαν στου ν Βανgέλ άλλην οτι;nothern
ήταν πουλύ τρανός άλλην οτι μιθούσιν άλλην του ένα άλλην τ άλλου Η δλιά δέμ;nothern
bιρπατούσιν ;nothern
Η Τσιτσιώνα πάλι σά μάνα πούταν έβγινιν στου χουρατά κι όλου του;nothern
γυρόφιρνιν πώς να πινέψ τουν γιό τς να πεί τουν gαλό του ν λόγου στς;nothern
γειτόν τσις ;nothern
 Ήταν κι ψίχα χαλιαμού ;nothern
 ούτι ουπίσου γύρσιν να τηρήσ ;nothern
Στο ηχητικό του μαράζ για του βάσανου ;nothern
Εδώ θα μπορούσαμε να έχουμε και το ερωτηματικό μόριο γιατί ν Τζιτσιώνα ν έτρουγιν;nothern
του μαράζ κι του βάσανου γιατί δέ μbουρούσιν ν αρραβουνιάσ του ν Βανgέλ όμως;nothern
απο το ηχητικό φαίνεται οτι έχουμε να κάνουμε με τον άτονο αιτιολογικό σύνδεσμο γιατι ;nothern
 άλλην απούταν πουλύ τρανός άλλην απ μιθούσιν δές Β 5 4 1 ;nothern
 πώς να πινέσ ;nothern
 Πώς μάρ να βριθεί μνιά καλή νύφ για του ν Βανgέλ Να ζήσ ;nothern
αρχουνdάθκα μι του σπίτ κι του νοικουκυργιό μι όλα τα καλά μι του μηναίου;nothern
σίγουρου Να ιδεί άσπρ μέρα ;nothern
Όλ αυτά τα μουλουγούσιν κι καρτιρούσιν τί απόκρισ τα πάρ Ώσπου μνιά;nothern
μέρα η γειτόν τσα η Κατιρίν αφού ν άκσιν καλά δέ βάσταξιν κι λέει ;nothern
 Άιdι μάρ Τσιτσιώνα άιdι τα χούια κι τα καμώματα πόχ ου Βανgέλτς νύφ ;nothern
τουν χράζιτι Αϊλί σ αυτήν π κινdάει κι τ λέν καλή τύχ ;nothern
Προυσβάλθκιν η Τσιτσιώνα κι έφυγιν απ του ν χουρατά Σφαλίσ κιν στου;nothern
σπίτ κι δέν ξαναβγήκιν Τόβαλιν βαθά ;nothern
Ήταν τα χρόνια τς πιρασμένα κουτσουκιφάλιασιν απόκαμιν μαράζουσιν κι;nothern
 5 7 Άρξιν να πάρ χαbάρ ου Βανgέλτς τιργιάσ κιν απουβραδίς κι τουμ bήριν ου;nothern
ύπνους κι όταν σ κώθκιν τί να ιδεί η μάνα τ η Τσιτσιώνα ήταν τινdουμέν κι δέν;nothern
gνιούνdαν ;nothern
Αμάν τί έπαθα πάει η μάνα μ ;nothern
Βγήκιν στ ανώι φώναξιν τζ γειτόν τσις κι μ ένα λόγου ήρθαν όλις άλλην να;nothern
φουκαλήσ άλλην να στρώσ κάνα δγιό τσακώθκαν ν αλλάξν μ bιθαμέν μνιάν;nothern
να πάει να φέρ τουμ bαπα Δημήτρ να δγιαβάσ κι ου Βανgέλτς πάει στς φίλοι τ ;nothern
τουμ bέτρου κι του Χαρίσ να τς πεί του μανdάτου ;nothern
Σάν γύρσαν στου σπίτ κι οι τρείς ανdάμα βρήκαν τουμ bαπα Δημήτρ να;nothern
δγιαβάζ τζ γυναίκις να μουτσουκλαίν του ν νουdά γιουμάτουν κόσμουν κι καπνόν;nothern
απου θυμνιάμα στάθκαν κι αυτοί ώσπου να σώσ ου παπάς κι άμα έσουσιν κι;nothern
έμασιν τα σιέα κι του πατραχήλ τς πήριν στου ν νουβουρό κι τς είπιν ;nothern
 μέθησε αλλού με τη σημασία ετοιμάστηκε για έξω 7 5 ;nothern
 έκραξιν τζ γειτόν τσις ;nothern
 να τς πεί του χαbέρ ;nothern
Στο ηχητικό και το τυπωμένο σελ 197 βρήκαν τουμ bαπα Δημήτρ να δγιαβάζ Οι;nothern
γυναίκις να μουτσουκλαίν του ν νουdά γιουμάτουν κόσμουν κι καπνόν απου θυμνιάμα ;nothern
 δές Γ 4 1 5 ;nothern
 104 ;nothern
 Ύστρα απ του μισ μέρ τα σ κώσουμι ν Τζιτσιώνα Τοίμασέτι τί έχτι κι ιγώ;nothern
ταρθώ σν ώρα μ ;nothern
Άμα έφυγιν ου παπάς τηργιούνdι στα μάτχια κι οι τρείς κι λέει ου Πέτρους ;nothern
 Άστι να πάμι δίπλα στου bακάλ κου τ Αργύρ να πχιούμι απου ιένα να;nothern
σ χουρέσουμι ν gαημέν ν Τζιτσιώνα ;nothern
Σέφκαν στου bακάλ κου κι όσ κάθουνdαν μέσα σ κώθκαν Είπαν του ν ;nothern
Βανgέλ Μας άφκιν η Τσιτσιώνα Να ζήεις ισύ Έδουκαν παρανgιλιά να τζ βάλ ου;nothern
Αργύρς απου μνιά κούπα Στρώθκαν στα σκαμνιά συλλουιασμέν όλ να πνίξν;nothern
τουν gαημό που βρήκιν του φίλου τς κι να μαλακώσν του βαρύ του πένθους ;nothern
γίνgαν κιά οι τρείς κούρπιτου δέ μbουρούσαν να σταθούν στα πουδάργια ;nothern
Ήρθιν η ώρα να σ κώσν ν Τζιτσιώνα ήρθιν κι ου παπα Δημήτρς στου σπίτ ;nothern
αραδούν να βρούν του ν Βανgέλ πουθινά αυτός Ρουτάει ου παπα Δημήτρς ;nothern
 Είν τς στου bακάλ κου τ Αργύρ κι τραγδούν ;nothern
 Σύρι φώναξέ τς να ρθούν τουν είπιν άγρα ου παπάς ;nothern
Πχιάλτσιν ου μκρός στου bακάλ κου τς φώναξιν κι τς είπιν ότ τουν είπιν ου;nothern
παπάς Σουβαρέφκαν κι οι τρείς τσακώθκαν αλαbρατσέτα έβαλαν τουν Βανgέλ ;nothern
στ μέσ κι πήγαν σπίτ ;nothern
Κατέβασαν μ bιθαμέν απ του σπίτ Κίν τσαν μbρουστά οι τέσσιαρς μι ν;nothern
gάσα στα χέργια απου πίσου ου παπάς μι του θυμνιατήρ κι πίσου απ τουμ;nothern
bαπά οι τρείς φίλ μι του ν Βανgέλ στ μέσ κι στου κατόπ ου κόσμους ;nothern
Πάν πρώτα στουν Άη Νικόλα δγιάβασιν ου παπάς ιέψαλαν οι ψαλτάδις κι;nothern
αφού ιέσουσαν κίν τσαν για τουν Αιώρ ;nothern
Ου Βανgέλτς τότι αδουκήθκιν τ σάλπινgα κι λέει τουμ bέτρου ;nothern
Στο ηχητικό και το τυπωμένο σελ 197 ώς να σώσ ου παπάς δές Γ 4 ;nothern
 να σ χουρέσουμι ν έρμ ν Τζιτσιώνα ;nothern
 κράξι τς να ρθούν ;nothern
 τς έκραξιν ;nothern
 κι πήγαν στου σπίτ δές Β 5 4 4 ;nothern
 οι τέσσιαρς μι του σινdούκ κιβούρ στα χέργια ;nothern
 105 ;nothern
 Πέ ρα Πέτρου τουμ bαπα Δημήτρ να σταθεί λίγου ώσπου να πιταχτώ να;nothern
